2024-08-13 13:19:46.095 00000e18 Request: 1d.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/4bfb7253-78b1-4c8a-b088-8f973a9635f5?P1=1723545321&P2=404&P3=2&P4=GKyN5zhuO8rTU2LLwC%2fQnlZ%2brW%2fP3cZzvGJ7UOZPjQsqMdYiahup1f3VtpIYLI7e17FSX%2fEsO4DNjG2J%2fPJu2w%3d%3d
2024-08-13 14:36:40.423 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:36:41.455 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:36:42.705 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:36:43.033 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:36:44.408 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:36:45.173 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:36:46.189 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:36:47.751 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:36:47.845 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:36:49.517 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:36:50.830 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:36:51.939 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:36:52.470 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:36:54.470 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:36:54.767 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:36:55.892 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:36:57.673 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:36:58.767 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:36:59.892 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:01.345 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:01.611 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:02.751 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:04.142 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:05.267 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:05.595 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:06.720 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:08.142 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:09.158 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:10.501 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:11.783 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:13.376 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:14.720 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:15.048 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:16.017 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:17.767 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:17.892 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:19.470 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:20.033 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:22.267 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:27.033 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:31.595 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:32.330 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:33.376 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:33.689 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:35.189 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:35.705 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:38.845 00000d20 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:37:38.876 00000934 Request: msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/da952fb5-92de-44f8-bf9f-f225d7913731?P1=1724148368&P2=404&P3=2&P4=IQaNV97IfPXhdYt0bBHhF7gdA6c6li8lEfaCuxcbWKlaQ%2fkWQw6ww9FaBuGXPVVK1ITkMSPHvMpjVoqby8cTvQ%3d%3d
2024-08-13 14:38:15.283 000006bc Request: config.edge.skype.com:443/
2024-08-13 14:59:58.970 000008f0 Request: settings-win.data.microsoft.com:443/
2024-08-13 15:00:00.111 000009f8 Request: settings-win.data.microsoft.com:443/
2024-08-13 15:00:59.673 000008cc Request: ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootstl.cab?1eb00f112bc390ad
2024-08-13 15:23:26.220 00000754 Request: update.googleapis.com:443/
